日付,カテゴリ,小項目,金額,場所,商品名・メモ
2025-01-28,食品,肉類,756,ヤオコー,豚しゃぶしゃぶ肉
2025-01-28,食品,魚類・貝類,402,ヤオコー,筋子
2025-01-28,食品,魚類・貝類,339,ヤオコー,マグロ刺身
2025-01-28,食品,たまご,721,ヤオコー,たまご
2025-01-28,食品,ドリンク,470,ヤオコー,リンゴジュース
2025-02-01,ローン,ローン住居,110000,イオン銀行,ローン
2025-02-01,レジャー,趣味,3300,楽天銀行,アッティーボ（ジム）
2025-02-01,保険,保険その他,5382,哲太楽天銀行,ネオファースト生命
2025-02-01,保険,哲太メットライフ,5797,奈月楽天銀行,哲太メットライフ
2025-02-01,保険,奈月メットライフ,8467,楽天カード,奈月メットライフ
2025-02-01,光熱費,電気,11815,楽天カード,東京電力
2025-02-01,光熱費,ガス,10692,楽天カード,東京ガス
2025-02-01,通信費,通信,687,楽天カード,ソネット
2025-02-01,通信費,通信,5390,楽天カード,ソネット
2025-02-01,通信費,ケータイ,3500,楽天カード,楽天モバイル
2025-02-01,通信費,ケータイ,3500,哲太カード,楽天モバイル
2025-02-01,レジャー,レジャーその他,1490,Netflix,Netflix
2025-02-01,経費,tetta,3986,tetta社用ケータイ,哲太社用ケータイ
2025-02-01,経費,tetta,42000,哲太出社時食事代（出社日数＊2000円）,21.0
2025-02-01,経費,tetta,1200,て,哲太経費
2025-02-01,経費,tetta,1496,Googleアプリ,哲太経費
2025-02-01,経費,natsuki,130,Applecombill,ギガ
2025-02-01,レジャー,趣味,16480,楽天銀行,Lava(奈月)
2025-02-01,経費,tetta,53430,定期代,哲太定期代
2025-02-08,経費,tetta,1080,Apple,Apple Music　住友カード
2025-02-29,経費,tetta,600,amazon,アマプラ　サブスク　住友カード
2025-02-29,経費,tetta,1496,ＧＯＯＧＬＥ＊ＧＳＵＩＴＥ　ＹＯＵＭＯＴＴ．,ＧＯＯＧＬＥ＊ＧＳＵＩＴＥ　ＹＯＵＭＯＴＴ．
2025-02-19,経費,tetta,400,ＡＰＰＬＥ ＣＯＭ ＢＩＬＬ,？
2025-02-19,経費,tetta,200,ＡＰＰＬＥ ＣＯＭ ＢＩＬＬ,？
2025-02-01,外食費,外食,8481,銚子丸,銚子丸
2025-02-01,日用品,文具,220,seria,レシート入れ
2025-02-01,日用品,薬類,2423,クリエイト,サプリ、目薬など
2025-02-01,食品,パン,399,わくわく広場,パン
2025-02-01,食品,牛乳・乳製品,196,ロピア,ヨーグルト
2025-02-01,食品,お菓子類,102,ロピア,アイス
2025-02-01,食品,ドリンク,460,ロピア,みかんジュース
2025-02-01,食品,お菓子類,102,ロピア,アイス
2025-02-01,食品,野菜その他,217,ロピア,こんにゃく
2025-02-01,食品,肉類,1024,ロピア,鶏もも肉
2025-02-01,食品,葉物・生鮮野菜,218,ロピア,ミニトマト
2025-02-01,食品,お菓子類,102,ロピア,アイス
2025-02-01,食品,野菜その他,438,ロピア,いちご
2025-02-02,食品,パン,207,ヤオコー,食パン
2025-02-02,外食費,To Go,657,ヤオコー,ヒレカツ巻き
2025-02-02,外食費,To Go,877,ヤオコー,サーモン海鮮巻き
2025-02-02,食品,お菓子類,217,ヤオコー,歌舞伎揚
2025-02-02,食品,たまご,743,ヤオコー,たまご
2025-02-02,食品,ドリンク,567,ヤオコー,ビール
2025-02-02,食品,ドリンク,118,ヤオコー,ほろ酔い
2025-02-02,食品,ドリンク,613,ヤオコー,お茶の粉
2025-02-02,外食費,To Go,336,ヤオコー,イワシの竜田揚げ
2025-02-02,食品,肉類,660,ヤオコー,しゃぶしゃぶ肉
2025-02-02,食品,肉類,770,ヤオコー,しゃぶしゃぶ肉
2025-02-02,食品,葉物・生鮮野菜,220,ヤオコー,ニラ
2025-02-02,食品,ドリンク,52,ヤオコー,強炭酸水
2025-02-08,外食費,外食,4411,イオン幕張,とんかつさぼてん
2025-02-08,外食費,外食,1600,スシロー,スシロー
2025-02-08,美容,エステ,8000,スワンナプーム,スワンナプーム
2025-02-07,美容,エステ,11500,アクアフローラ,マッサージ
2025-02-07,外食費,To Go,327,ヤオコー,酢豚
2025-02-07,外食費,To Go,418,ヤオコー,ささみかつ
2025-02-07,食品,牛乳・乳製品,140,ヤオコー,ヨーグルト
2025-02-07,食品,豆腐・納豆類,118,ヤオコー,納豆
2025-02-07,食品,肉類,658,ヤオコー,スペアリブ
2025-02-07,食品,お菓子類,152,ヤオコー,ゼリー
2025-02-07,食品,パン,327,ヤオコー,パン
2025-02-07,食品,お菓子類,152,ヤオコー,ゼリー
2025-02-07,食品,お菓子類,129,ヤオコー,シュークリーム
2025-02-07,食品,葉物・生鮮野菜,383,ヤオコー,ミニトマト
2025-02-07,食品,お菓子類,250,ヤオコー,りんごの飴
2025-02-07,食品,葉物・生鮮野菜,151,ヤオコー,水菜
2025-02-09,食品,根菜,253,ワクワク広場,カブ
2025-02-09,食品,お菓子類,319,ワクワク広場,スイートポテト
2025-02-09,食品,根菜,275,ワクワク広場,里芋
2025-02-09,食品,たまご,748,ワクワク広場,卵
2025-02-09,食品,葉物・生鮮野菜,187,ワクワク広場,菜花
2025-02-09,食品,葉物・生鮮野菜,360,ワクワク広場,キャベツ
2025-02-09,食品,葉物・生鮮野菜,231,ワクワク広場,青ネギ
2025-02-09,食品,根菜,176,ワクワク広場,にんじん
2025-02-09,食品,調味料,492,ヤオコー,味噌
2025-02-09,食品,調味料,294,ヤオコー,料理清酒
2025-02-09,食品,ドリンク,382,ヤオコー,ジュース
2025-02-09,食品,肉類,354,ヤオコー,手羽先
2025-02-09,食品,肉類,303,ヤオコー,手羽元
2025-02-09,食品,魚類・貝類,438,ヤオコー,サーモン
2025-02-09,食品,魚類・貝類,550,ヤオコー,マグロ
2025-02-09,食品,豆腐・納豆類,108,ヤオコー,豆腐
2025-02-09,食品,麺類,206,ヤオコー,焼きそば
2025-02-09,食品,野菜その他,547,ヤオコー,文旦
2025-02-09,食品,葉物・生鮮野菜,220,ヤオコー,レタス
2025-02-09,食品,野菜その他,97,ヤオコー,蒸し大豆
2025-02-10,外食費,外食,2760,スシロー,スシロー
2025-02-11,ガソリン・ETC,ガソリン,7440,Enejet,Enejet
2025-02-11,経費,経費その他,140,ローソン,コピー
2025-02-11,外食費,外食,1887,丸源ラーメン,ラーメン
2025-02-15,ガソリン・ETC,ETC,210,有料道路,有料道路
2025-02-15,ガソリン・ETC,ETC,210,有料道路,有料道路
2025-02-15,外食費,To Go,267,ファミマ,ザバス
2025-02-15,外食費,外食,6776,銚子丸,銚子丸
2025-02-15,美容,エステ,8000,スワンナプーム,スワンナプーム
2025-02-18,交際費,交際費その他,3000,自治会費,自治会費
2025-02-25,経費,natsuki,60000,法務局,登記費用
2025-02-15,食品,ドリンク,449,ロピア,ジュース
2025-02-15,食品,お菓子類,102,ロピア,パピコ
2025-02-15,食品,お菓子類,102,ロピア,パピコ
2025-02-15,食品,調味料,623,ロピア,ポン酢
2025-02-15,食品,パン,180,ロピア,食パン
2025-02-15,食品,お菓子類,102,ロピア,パピコ
2025-02-15,食品,お菓子類,102,ロピア,雪見だいふく
2025-02-15,食品,肉類,381,ロピア,鶏ひき肉
2025-02-15,食品,肉類,836,ロピア,豚しゃぶしゃぶ肉
2025-02-15,食品,肉類,404,ロピア,セセリ
2025-02-15,食品,肉類,754,ロピア,鶏もも肉
2025-02-15,食品,根菜,217,ロピア,さつまいも
2025-02-15,食品,粉類,218,ロピア,片栗粉
2025-02-15,食品,葉物・生鮮野菜,328,ロピア,ししとう
2025-02-15,食品,野菜その他,244,ロピア,舞茸
2025-02-15,食品,お菓子類,152,ロピア,じゃがりこ
2025-02-15,食品,お菓子類,328,ロピア,おかき
2025-02-15,食品,お菓子類,204,ロピア,アイス
2025-02-15,食品,葉物・生鮮野菜,557,ロピア,トマト
2025-02-15,食品,葉物・生鮮野菜,174,ロピア,大葉
2025-02-15,食品,ドリンク,262,ロピア,ビール
2025-02-15,食品,ドリンク,236,ロピア,ビール
2025-02-15,食品,ドリンク,108,ロピア,チューハイ
2025-02-15,食品,ドリンク,137,ロピア,チューハイ
2025-02-16,外食費,To Go,490,タリーズ,コーヒー
2025-02-16,外食費,To Go,930,スタバ,コーヒー
2025-02-16,外食費,To Go,1547,ヤオコー,お惣菜など
2025-02-16,食品,葉物・生鮮野菜,195,ヤオコー,野菜
2025-02-16,食品,調味料,440,ヤオコー,みそ
2025-02-16,食品,たまご,721,ヤオコー,たまご
2025-02-16,食品,野菜その他,327,ヤオコー,メロゴールド
2025-02-16,食品,魚類加工品,217,ヤオコー,島すりみ
2025-02-16,食品,魚類加工品,327,ヤオコー,フィッシュプロテイン
2025-02-16,食品,食品その他,349,ヤオコー,梅干し
2025-02-16,食品,ドリンク,140,ヤオコー,ポンジュース
2025-02-16,外食費,To Go,657,ヤオコー,半身唐揚げ
2025-02-16,食品,根菜,217,ヤオコー,ごぼう
2025-02-16,食品,お菓子類,327,ヤオコー,おかき
2025-02-16,食品,野菜その他,187,ヤオコー,蒸し豆
2025-02-21,日用品,日用品その他,5471,マツキヨ,入浴剤、カイロなど
2025-02-21,日用品,日用品その他,613,ヤオコー,カイロ
2025-02-21,食品,牛乳・乳製品,140,ヤオコー,ヨーグルト
2025-02-21,食品,肉類,478,ヤオコー,手羽元
2025-02-21,食品,肉類,833,ヤオコー,豚しゃぶしゃぶ肉
2025-02-21,食品,豆腐・納豆類,151,ヤオコー,納豆
2025-02-21,食品,たまご,360,ヤオコー,たまご
2025-02-21,食品,レトルト類・冷凍食品,303,ヤオコー,トマトパック
2025-02-21,食品,野菜その他,151,ヤオコー,こんにゃく
2025-02-21,食品,調味料,272,ヤオコー,とんかつソース
2025-02-21,食品,お菓子類,129,ヤオコー,シュークリーム
2025-02-21,食品,野菜その他,103,ヤオコー,しめじ
2025-02-21,外食費,To Go,393,ヤオコー,巻き寿司
2025-02-21,食品,葉物・生鮮野菜,298,ヤオコー,トマト
2025-02-21,食品,葉物・生鮮野菜,173,ヤオコー,白菜
2025-02-21,食品,葉物・生鮮野菜,151,ヤオコー,水菜
2025-02-22,日用品,文具,220,ダイソー,ファイルケースなど
2025-02-22,外食費,To Go,108,セブン,お茶
2025-02-22,外食費,To Go,1160,サンマルク,コーヒー、チョコクロ
2025-02-22,外食費,外食,4686,ステーキの宮,ステーキの宮
2025-02-22,外食費,外食,961,スタバ,あいすティー
2025-02-23,日用品,日用品その他,874,serial,水耕栽培関連
2025-02-23,食品,ドリンク,416,ロピア,みかんジュース
2025-02-23,食品,お菓子類,273,ロピア,スフレロール
2025-02-23,食品,牛乳・乳製品,174,ロピア,ヨーグルト
2025-02-23,食品,野菜その他,217,ロピア,こんにゃく
2025-02-23,食品,葉物・生鮮野菜,557,ロピア,ミニトマト
2025-02-23,食品,肉類,1519,ロピア,牛塊肉
2025-02-23,食品,お菓子類,152,ロピア,じゃがりこ
2025-02-23,食品,魚類・貝類,983,ロピア,赤エビ
2025-02-23,食品,葉物・生鮮野菜,218,ロピア,春菊
2025-02-23,食品,魚類・貝類,845,ロピア,ぶり
2025-02-23,食品,ドリンク,275,ロピア,檸檬堂チューハイ
2025-02-23,食品,ドリンク,525,ロピア,ビール
2025-02-24,外食費,To Go,5148,カツセン,お寿司ランチ
2025-02-24,美容,スキンケア,20405,イオン,SK-2
2025-02-24,日用品,日用品その他,550,ダイソー,水耕栽培関連
2025-02-24,外食費,To Go,604,セブンイレブン,コーヒーなど
2025-02-24,ガソリン・ETC,ETC,220,有料道路,有料道路
2025-02-24,日用品,日用品その他,198,ヤオコー,レタスの種
2025-02-24,食品,調味料,910,ブランデ,醤油
2025-02-24,食品,ドリンク,877,ブランデ,みかんジュース
2025-02-24,食品,葉物・生鮮野菜,217,ブランデ,小松菜
2025-02-24,食品,お菓子類,437,ブランデ,みかんゼリー
2025-03-01,ローン,ローン住居,110000,イオン銀行,ローン
2025-03-01,レジャー,趣味,3300,楽天銀行,アッティーボ（ジム）
2025-03-01,保険,保険その他,5382,哲太楽天銀行,ネオファースト生命
2025-03-01,保険,哲太メットライフ,5797,奈月楽天銀行,哲太メットライフ
2025-03-01,保険,奈月メットライフ,8467,楽天カード,奈月メットライフ
2025-03-01,光熱費,下水道,3523,コンビニ,下水道（2ヶ月毎）
2025-03-01,光熱費,水道,5350,りそな銀行,水道局（2ヶ月毎）
2025-03-01,光熱費,電気,10293,楽天カード,東京電力
2025-03-01,光熱費,ガス,11123,楽天カード,東京ガス
2025-03-01,通信費,通信,687,楽天カード,ソネット
2025-03-01,通信費,通信,5390,楽天カード,ソネット
2025-03-01,通信費,ケータイ,3500,楽天カード,楽天モバイル
2025-03-01,通信費,ケータイ,3500,哲太カード,楽天モバイル
2025-03-01,レジャー,レジャーその他,1490,Netflix,Netflix
2025-03-01,経費,tetta,3986,tetta社用ケータイ,哲太社用ケータイ
2025-03-01,経費,tetta,42000,哲太出社時食事代（出社日数＊2000円）,21.0
2025-03-01,経費,tetta,1200,て,哲太経費
2025-03-01,経費,tetta,1496,Googleアプリ,哲太経費
2025-03-01,経費,natsuki,130,Applecombill,ギガ
2025-03-01,レジャー,趣味,16480,楽天銀行,Lava(奈月)
2025-03-01,経費,tetta,53430,定期代,哲太定期代
2025-03-08,経費,tetta,1080,Apple,Apple Music　住友カード
2025-03-29,経費,tetta,600,amazon,アマプラ　サブスク　住友カード
2025-03-29,経費,tetta,1496,ＧＯＯＧＬＥ＊ＧＳＵＩＴＥ　ＹＯＵＭＯＴＴ．,ＧＯＯＧＬＥ＊ＧＳＵＩＴＥ　ＹＯＵＭＯＴＴ．
2025-03-19,経費,tetta,400,ＡＰＰＬＥ ＣＯＭ ＢＩＬＬ,？
2025-03-19,経費,tetta,200,ＡＰＰＬＥ ＣＯＭ ＢＩＬＬ,？
2025-03-01,外食費,外食,2300,銀座ランチ,干物やさん
2025-03-01,外食費,外食,3190,うおべい,うおべい
2025-03-01,レジャー,おでかけ,13560,きらり別邸,お風呂屋さん
2025-03-01,外食費,To Go,2808,コールドプレスジュース,コールドプレスジュース
2025-03-01,外食費,To Go,900,タリーズ,コーヒー
2025-03-02,外食費,外食,4840,はな膳,はな膳
2025-03-02,食品,葉物・生鮮野菜,218,ロピア,きゅうり
2025-03-02,食品,葉物・生鮮野菜,598,ロピア,ミニトマト
2025-03-02,食品,葉物・生鮮野菜,217,ロピア,水菜
2025-03-02,食品,肉類,756,ロピア,手羽先
2025-03-02,食品,肉類,1133,ロピア,鶏胸肉
2025-03-02,食品,肉類,794,ロピア,豚しゃぶしゃぶ肉
2025-03-02,食品,葉物・生鮮野菜,218,ロピア,グリーンリーフ
2025-03-02,食品,葉物・生鮮野菜,218,ロピア,サニーレタス
2025-03-02,食品,豆腐・納豆類,119,ロピア,豆腐
2025-03-02,食品,野菜その他,658,ロピア,甘夏
2025-03-02,食品,野菜その他,328,ロピア,メロゴールド
2025-03-02,食品,根菜,108,ロピア,さつまいも
2025-03-02,食品,ドリンク,878,ロピア,ジュース
2025-03-02,食品,根菜,328,ロピア,大根
2025-03-02,食品,根菜,416,ロピア,ジュース
2025-03-02,食品,調味料,294,ロピア,カレールー
2025-03-02,食品,牛乳・乳製品,207,ロピア,ヨーグルト
2025-03-02,食品,根菜,218,ロピア,にんじん
2025-03-04,食品,野菜その他,2400,Amazon,アサイー
2025-03-04,日用品,日用品その他,4580,楽天,車用ヘッドクッション
2025-03-04,美容,美容その他,21960,楽天,健美三泉
2025-03-02,日用品,日用品その他,330,ダイソー,ポーチなど
2025-03-02,日用品,日用品その他,767,ジョイフル本田,水耕栽培の栄養剤
2025-03-02,食品,肉類,506,ヤオコー,鶏むね肉
2025-03-02,食品,お米,360,ヤオコー,五穀米の元
2025-03-02,食品,豆腐・納豆類,151,ヤオコー,納豆
2025-03-02,食品,たまご,415,ヤオコー,卵
2025-03-02,食品,牛乳・乳製品,404,ヤオコー,ヨーグルト
